race,id,county_fips,party,votes,county_total_votes,county_vote_percent
President,19061,19061,IND,115.0,53924.0,0.002132631110451747
President,19061,19061,CST,58.0,53924.0,0.0010755878644017505
President,19061,19061,ALI,30.0,53924.0,0.0005563385505526296
President,19061,19061,IND,14.0,53924.0,0.0002596246569245605
President,19061,19061,OTH,13.0,53924.0,0.00024108003857280618
President,19063,19063,REP,3265.0,4850.0,0.6731958762886598
President,19063,19063,DEM,1520.0,4850.0,0.3134020618556701
President,19063,19063,LIB,36.0,4850.0,0.007422680412371134
President,19063,19063,GRN,12.0,4850.0,0.002474226804123711
President,19063,19063,IND,6.0,4850.0,0.0012371134020618556
President,19063,19063,CST,5.0,4850.0,0.0010309278350515464
President,19063,19063,ALI,3.0,4850.0,0.0006185567010309278
President,19063,19063,IND,2.0,4850.0,0.0004123711340206186
President,19063,19063,OTH,1.0,4850.0,0.0002061855670103093
President,19065,19065,REP,6145.0,10184.0,0.6033974862529458
President,19065,19065,DEM,3834.0,10184.0,0.3764728986645719
President,19065,19065,LIB,102.0,10184.0,0.010015710919088767
President,19065,19065,WRI,29.0,10184.0,0.0028476040848389632
President,19065,19065,GRN,26.0,10184.0,0.0025530243519245877
President,19065,19065,CST,16.0,10184.0,0.0015710919088766694
President,19065,19065,IND,16.0,10184.0,0.0015710919088766694
President,19065,19065,ALI,10.0,10184.0,0.0009819324430479183
President,19065,19065,OTH,5.0,10184.0,0.0004909662215239591
President,19065,19065,IND,1.0,10184.0,9.819324430479184e-05
President,19067,19067,REP,4730.0,8026.0,0.5893346623473711
President,19067,19067,DEM,3168.0,8026.0,0.3947171692000997
President,19067,19067,LIB,63.0,8026.0,0.007849489160229255
President,19067,19067,WRI,15.0,8026.0,0.001868925990530775
President,19067,19067,CST,12.0,8026.0,0.00149514079242462
President,19067,19067,IND,12.0,8026.0,0.00149514079242462
President,19067,19067,GRN,10.0,8026.0,0.00124595066035385
President,19067,19067,ALI,7.0,8026.0,0.000872165462247695
President,19067,19067,IND,6.0,8026.0,0.00074757039621231
President,19067,19067,OTH,3.0,8026.0,0.000373785198106155
President,19069,19069,REP,3422.0,5119.0,0.6684899394412971
President,19069,19069,DEM,1626.0,5119.0,0.3176401640945497
President,19069,19069,LIB,45.0,5119.0,0.008790779449111155
President,19069,19069,ALI,8.0,5119.0,0.0015628052353975385
President,19069,19069,CST,6.0,5119.0,0.001172103926548154
President,19069,19069,GRN,5.0,5119.0,0.0009767532721234617
President,19069,19069,OTH,3.0,5119.0,0.000586051963274077
President,19069,19069,IND,3.0,5119.0,0.000586051963274077
President,19069,19069,IND,1.0,5119.0,0.0001953506544246923
President,19071,19071,REP,2711.0,3855.0,0.703242542153048
President,19071,19071,DEM,1078.0,3855.0,0.27963683527885863
President,19071,19071,LIB,37.0,3855.0,0.00959792477302205
President,19071,19071,IND,10.0,3855.0,0.0025940337224383916
President,19071,19071,GRN,6.0,3855.0,0.0015564202334630351
President,19071,19071,WRI,6.0,3855.0,0.0015564202334630351
President,19071,19071,CST,5.0,3855.0,0.0012970168612191958
President,19071,19071,OTH,2.0,3855.0,0.0005188067444876783
President,19071,19071,ALI,0.0,3855.0,0.0
President,19071,19071,IND,0.0,3855.0,0.0
President,19073,19073,REP,3221.0,5054.0,0.6373169766521567
President,19073,19073,DEM,1768.0,5054.0,0.3498219232291254
President,19073,19073,LIB,36.0,5054.0,0.007123070834982192
President,19073,19073,WRI,6.0,5054.0,0.001187178472497032
President,19073,19073,CST,5.0,5054.0,0.0009893153937475267
President,19073,19073,IND,5.0,5054.0,0.0009893153937475267
President,19073,19073,ALI,4.0,5054.0,0.0007914523149980214
President,19073,19073,GRN,4.0,5054.0,0.0007914523149980214
President,19073,19073,OTH,4.0,5054.0,0.0007914523149980214
President,19073,19073,IND,1.0,5054.0,0.00019786307874950534
President,19075,19075,REP,4929.0,7260.0,0.6789256198347108
President,19075,19075,DEM,2206.0,7260.0,0.30385674931129475
President,19075,19075,LIB,87.0,7260.0,0.011983471074380166
President,19075,19075,GRN,12.0,7260.0,0.001652892561983471
President,19075,19075,IND,10.0,7260.0,0.0013774104683195593
President,19075,19075,CST,7.0,7260.0,0.0009641873278236915
President,19075,19075,IND,7.0,7260.0,0.0009641873278236915
President,19075,19075,OTH,2.0,7260.0,0.0002754820936639118
President,19075,19075,ALI,0.0,7260.0,0.0
President,19077,19077,REP,4272.0,6369.0,0.670748940178992
President,19077,19077,DEM,1985.0,6369.0,0.31166588161406816
President,19077,19077,LIB,78.0,6369.0,0.012246820536975978
President,19077,19077,IND,11.0,6369.0,0.0017271157167530224
President,19077,19077,WRI,8.0,6369.0,0.0012560841576385617
President,19077,19077,GRN,7.0,6369.0,0.0010990736379337415
President,19077,19077,CST,6.0,6369.0,0.0009420631182289214
President,19077,19077,ALI,1.0,6369.0,0.0001570105197048202
President,19077,19077,IND,1.0,6369.0,0.0001570105197048202
President,19077,19077,OTH,0.0,6369.0,0.0
President,19079,19079,REP,4956.0,8516.0,0.5819633630812588
President,19079,19079,DEM,2842.0,8516.0,0.3337247534053546
President,19079,19079,CST,606.0,8516.0,0.07116016909347112
President,19079,19079,LIB,71.0,8516.0,0.008337247534053547
President,19079,19079,IND,11.0,8516.0,0.0012916862376702678
President,19079,19079,IND,11.0,8516.0,0.0012916862376702678
President,19079,19079,ALI,7.0,8516.0,0.0008219821512447158
President,19079,19079,GRN,7.0,8516.0,0.0008219821512447158
President,19079,19079,OTH,5.0,8516.0,0.0005871301080319399
President,19079,19079,WRI,0.0,8516.0,0.0
President,19081,19081,REP,4390.0,6161.0,0.7125466645025158
President,19081,19081,DEM,1683.0,6161.0,0.27316993994481414
President,19081,19081,LIB,49.0,6161.0,0.007953254341827625
President,19081,19081,IND,11.0,6161.0,0.0017854244440837527
President,19081,19081,CST,9.0,6161.0,0.0014608018178867068
President,19081,19081,ALI,8.0,6161.0,0.0012984905047881837
President,19081,19081,GRN,7.0,6161.0,0.0011361791916896609
President,19081,19081,OTH,4.0,6161.0,0.0006492452523940919
President,19081,19081,IND,0.0,6161.0,0.0
President,19083,19083,REP,5850.0,8975.0,0.6518105849582173
President,19083,19083,DEM,2976.0,8975.0,0.33158774373259053
President,19083,19083,LIB,105.0,8975.0,0.0116991643454039
President,19083,19083,IND,12.0,8975.0,0.0013370473537604457
President,19083,19083,GRN,11.0,8975.0,0.0012256267409470752
President,19083,19083,CST,10.0,8975.0,0.0011142061281337048
President,19083,19083,ALI,5.0,8975.0,0.0005571030640668524
President,19083,19083,OTH,3.0,8975.0,0.0003342618384401114
President,19083,19083,IND,3.0,8975.0,0.0003342618384401114
President,19085,19085,REP,5569.0,8144.0,0.6838163064833006
President,19085,19085,DEM,2440.0,8144.0,0.29960707269155207
President,19085,19085,LIB,85.0,8144.0,0.01043713163064833
President,19085,19085,IND,19.0,8144.0,0.002333005893909627
President,19085,19085,CST,10.0,8144.0,0.0012278978388998035
President,19085,19085,GRN,9.0,8144.0,0.0011051080550098231
President,19085,19085,ALI,6.0,8144.0,0.0007367387033398821
President,19085,19085,OTH,5.0,8144.0,0.0006139489194499018
President,19085,19085,IND,1.0,8144.0,0.00012278978388998034
President,19087,19087,REP,6507.0,9964.0,0.6530509835407466
President,19087,19087,DEM,3275.0,9964.0,0.32868325973504614
President,19087,19087,LIB,128.0,9964.0,0.012846246487354477
President,19087,19087,GRN,15.0,9964.0,0.0015054195102368526
President,19087,19087,IND,13.0,9964.0,0.001304696908871939
President,19087,19087,CST,8.0,9964.0,0.0008028904054596548
President,19087,19087,OTH,8.0,9964.0,0.0008028904054596548
President,19087,19087,ALI,7.0,9964.0,0.0007025291047771979
President,19087,19087,IND,3.0,9964.0,0.00030108390204737056
President,19089,19089,REP,3127.0,4952.0,0.6314620355411955
President,19089,19089,DEM,1772.0,4952.0,0.3578352180936995
President,19089,19089,LIB,23.0,4952.0,0.0046445880452342485
President,19089,19089,IND,11.0,4952.0,0.0022213247172859453
President,19089,19089,GRN,10.0,4952.0,0.0020193861066235864
President,19089,19089,CST,6.0,4952.0,0.0012116316639741518
President,19089,19089,OTH,2.0,4952.0,0.0004038772213247173
President,19089,19089,ALI,1.0,4952.0,0.00020193861066235866
President,19089,19089,IND,0.0,4952.0,0.0
President,19091,19091,REP,3819.0,5321.0,0.7177222326630333
President,19091,19091,DEM,1442.0,5321.0,0.27100169141138886
President,19091,19091,LIB,39.0,5321.0,0.007329449351625634
President,19091,19091,IND,7.0,5321.0,0.0013155421913174216
President,19091,19091,CST,6.0,5321.0,0.0011276075925577898
President,19091,19091,GRN,4.0,5321.0,0.0007517383950385266
President,19091,19091,ALI,3.0,5321.0,0.0005638037962788949
President,19091,19091,OTH,1.0,5321.0,0.00018793459875963165
President,19091,19091,IND,0.0,5321.0,0.0
President,19093,19093,REP,2876.0,3845.0,0.7479843953185956
President,19093,19093,DEM,917.0,3845.0,0.23849154746423928
President,19093,19093,LIB,27.0,3845.0,0.007022106631989597
President,19093,19093,CST,10.0,3845.0,0.002600780234070221
President,19093,19093,GRN,6.0,3845.0,0.0015604681404421327
President,19093,19093,WRI,5.0,3845.0,0.0013003901170351106
President,19093,19093,IND,3.0,3845.0,0.0007802340702210664
President,19093,19093,IND,1.0,3845.0,0.0002600780234070221
President,19093,19093,ALI,0.0,3845.0,0.0
President,19093,19093,OTH,0.0,3845.0,0.0
President,19095,19095,REP,6009.0,9716.0,0.6184643886372992
President,19095,19095,DEM,3547.0,9716.0,0.36506792918896663
President,19095,19095,LIB,102.0,9716.0,0.010498147385755455
President,19095,19095,IND,19.0,9716.0,0.001955537258130918
President,19095,19095,GRN,15.0,9716.0,0.001543845203787567
President,19095,19095,CST,11.0,9716.0,0.0011321531494442158
President,19095,19095,ALI,9.0,9716.0,0.0009263071222725401
President,19095,19095,IND,3.0,9716.0,0.0003087690407575134
President,19095,19095,OTH,1.0,9716.0,0.0001029230135858378
President,19097,19097,REP,6940.0,11118.0,0.6242129879474726
President,19097,19097,DEM,4029.0,11118.0,0.3623853211009174
President,19097,19097,LIB,79.0,11118.0,0.007105594531390538
President,19097,19097,IND,26.0,11118.0,0.002338550098938658
President,19097,19097,GRN,13.0,11118.0,0.001169275049469329
President,19097,19097,ALI,12.0,11118.0,0.0010793308148947653
President,19097,19097,CST,9.0,11118.0,0.0008094981111710739
President,19097,19097,OTH,6.0,11118.0,0.0005396654074473826
President,19097,19097,IND,4.0,11118.0,0.0003597769382982551
President,19099,19099,REP,12082.0,20181.0,0.5986819285466528
President,19099,19099,DEM,7737.0,20181.0,0.38338040731381
President,19099,19099,LIB,207.0,20181.0,0.010257172588077896
President,19099,19099,WRI,41.0,20181.0,0.0020316138942569743
President,19099,19099,IND,31.0,20181.0,0.0015360983102918587
President,19099,19099,GRN,30.0,20181.0,0.001486546751895347
President,19099,19099,CST,28.0,20181.0,0.001387443635102324
President,19099,19099,ALI,11.0,20181.0,0.0005450671423616273
President,19099,19099,OTH,7.0,20181.0,0.000346860908775581
President,19099,19099,IND,7.0,20181.0,0.000346860908775581
President,19101,19101,REP,4442.0,8952.0,0.4962019660411081
President,19101,19101,DEM,4314.0,8952.0,0.4819034852546917
President,19101,19101,LIB,94.0,8952.0,0.010500446827524575
President,19101,19101,WRI,33.0,8952.0,0.003686327077747989
President,19101,19101,GRN,32.0,8952.0,0.0035746201966041107
President,19101,19101,IND,20.0,8952.0,0.002234137622877569
President,19101,19101,CST,7.0,8952.0,0.0007819481680071493
President,19101,19101,ALI,5.0,8952.0,0.0005585344057193923
President,19101,19101,IND,4.0,8952.0,0.00044682752457551384
President,19101,19101,OTH,1.0,8952.0,0.00011170688114387846
President,19103,19103,DEM,59177.0,83570.0,0.7081129591958837
President,19103,19103,REP,22925.0,83570.0,0.2743209285628814
President,19103,19103,LIB,964.0,83570.0,0.011535239918631087
President,19103,19103,GRN,213.0,83570.0,0.002548761517290894
President,19103,19103,IND,170.0,83570.0,0.002034222807227474
President,19103,19103,CST,62.0,83570.0,0.0007418930238123728
President,19103,19103,ALI,22.0,83570.0,0.00026325236328826135
President,19103,19103,OTH,19.0,83570.0,0.00022735431374895298
President,19103,19103,IND,18.0,83570.0,0.0002153882972358502
President,19105,19105,REP,6572.0,10965.0,0.5993616051071592
President,19105,19105,DEM,4213.0,10965.0,0.38422252621979025
President,19105,19105,LIB,118.0,10965.0,0.010761513907888737
President,19105,19105,IND,20.0,10965.0,0.001823985408116735
President,19105,19105,GRN,15.0,10965.0,0.0013679890560875513
President,19105,19105,CST,12.0,10965.0,0.001094391244870041
President,19105,19105,ALI,7.0,10965.0,0.0006383948928408573
President,19105,19105,OTH,5.0,10965.0,0.00045599635202918376
President,19105,19105,IND,3.0,10965.0,0.00027359781121751026
President,19107,19107,REP,3797.0,5291.0,0.7176337176337176
President,19107,19107,DEM,1414.0,5291.0,0.26724626724626727
President,19107,19107,LIB,51.0,5291.0,0.009639009639009639
President,19107,19107,CST,10.0,5291.0,0.00189000189000189
President,19107,19107,ALI,7.0,5291.0,0.001323001323001323
President,19107,19107,IND,6.0,5291.0,0.001134001134001134
President,19107,19107,GRN,2.0,5291.0,0.000378000378000378
President,19107,19107,OTH,2.0,5291.0,0.000378000378000378
President,19107,19107,IND,2.0,5291.0,0.000378000378000378
President,19109,19109,REP,6275.0,9077.0,0.6913077007821967
President,19109,19109,DEM,2696.0,9077.0,0.2970144320810841
President,19109,19109,LIB,61.0,9077.0,0.006720282031508208
President,19109,19109,IND,15.0,9077.0,0.0016525283684036575
President,19109,19109,CST,10.0,9077.0,0.0011016855789357718
President,19109,19109,GRN,10.0,9077.0,0.0011016855789357718
President,19109,19109,ALI,4.0,9077.0,0.00044067423157430867
President,19109,19109,IND,4.0,9077.0,0.00044067423157430867
President,19109,19109,OTH,2.0,9077.0,0.00022033711578715433
President,19111,19111,REP,9763.0,16721.0,0.5838765624065546
President,19111,19111,DEM,6539.0,16721.0,0.39106512768375096
President,19111,19111,LIB,239.0,16721.0,0.014293403504575085
President,19111,19111,IND,38.0,16721.0,0.0022725913521918547
President,19111,19111,WRI,35.0,16721.0,0.002093176245439866
President,19111,19111,GRN,34.0,16721.0,0.00203337120985587
President,19111,19111,CST,31.0,16721.0,0.0018539561031038813
President,19111,19111,IND,25.0,16721.0,0.0014951258895999043
President,19111,19111,OTH,9.0,16721.0,0.0005382453202559655
President,19111,19111,ALI,8.0,16721.0,0.0004784402846719694
President,19113,19113,DEM,70874.0,127078.0,0.5577204551535277
President,19113,19113,REP,53364.0,127078.0,0.4199310659594894
President,19113,19113,LIB,2015.0,127078.0,0.01585640315396843
President,19113,19113,GRN,325.0,127078.0,0.002557484379672327
President,19113,19113,IND,265.0,127078.0,0.002085333417271282
President,19113,19113,CST,117.0,127078.0,0.0009206943766820378
President,19113,19113,ALI,48.0,127078.0,0.000377720769920836
President,19113,19113,IND,36.0,127078.0,0.000283290577440627
President,19113,19113,OTH,34.0,127078.0,0.00026755221202725887
President,19115,19115,REP,3500.0,5326.0,0.6571535861809988
President,19115,19115,DEM,1726.0,5326.0,0.3240705970709726
President,19115,19115,LIB,67.0,5326.0,0.012579797221179122
President,19115,19115,IND,12.0,5326.0,0.0022530980097634247
President,19115,19115,CST,5.0,5326.0,0.000938790837401427
President,19115,19115,GRN,5.0,5326.0,0.000938790837401427
President,19115,19115,IND,5.0,5326.0,0.000938790837401427
President,19115,19115,ALI,3.0,5326.0,0.0005632745024408562
President,19115,19115,OTH,3.0,5326.0,0.0005632745024408562
President,19117,19117,REP,3287.0,4630.0,0.7099352051835853
President,19117,19117,DEM,1284.0,4630.0,0.27732181425485963
President,19117,19117,LIB,30.0,4630.0,0.0064794816414686825
President,19117,19117,WRI,8.0,4630.0,0.0017278617710583153
President,19117,19117,GRN,6.0,4630.0,0.0012958963282937365
President,19117,19117,CST,5.0,4630.0,0.0010799136069114472
President,19117,19117,IND,4.0,4630.0,0.0008639308855291577
President,19117,19117,OTH,3.0,4630.0,0.0006479481641468683
President,19117,19117,IND,2.0,4630.0,0.00043196544276457883
President,19117,19117,ALI,1.0,4630.0,0.00021598272138228941
President,19119,19119,REP,5707.0,6852.0,0.8328955049620549
President,19119,19119,DEM,1067.0,6852.0,0.1557209573847052
President,19119,19119,LIB,56.0,6852.0,0.008172796263864565
President,19119,19119,IND,11.0,6852.0,0.0016053706946876824
President,19119,19119,GRN,6.0,6852.0,0.0008756567425569177
President,19119,19119,CST,4.0,6852.0,0.0005837711617046118
President,19119,19119,ALI,1.0,6852.0,0.00014594279042615295
President,19119,19119,OTH,0.0,6852.0,0.0
President,19119,19119,IND,0.0,6852.0,0.0
President,19121,19121,REP,6507.0,9806.0,0.6635733224556394
President,19121,19121,DEM,3134.0,9806.0,0.3196002447481134
President,19121,19121,LIB,124.0,9806.0,0.012645319192331226
President,19121,19121,GRN,12.0,9806.0,0.0012237405669997961
President,19121,19121,IND,9.0,9806.0,0.000917805425249847
President,19121,19121,ALI,7.0,9806.0,0.0007138486640832143
President,19121,19121,CST,6.0,9806.0,0.0006118702834998981
President,19121,19121,IND,5.0,9806.0,0.0005098919029165817
President,19121,19121,OTH,2.0,9806.0,0.00020395676116663266
President,19123,19123,REP,8297.0,11381.0,0.7290220543010281
President,19123,19123,DEM,2894.0,11381.0,0.2542834548809419
President,19123,19123,LIB,134.0,11381.0,0.011774009313768562
President,19123,19123,IND,19.0,11381.0,0.001669449081803005
President,19123,19123,GRN,13.0,11381.0,0.0011422546349178456
President,19123,19123,CST,10.0,11381.0,0.0008786574114752658
President,19123,19123,ALI,8.0,11381.0,0.0007029259291802127
President,19123,19123,IND,4.0,11381.0,0.00035146296459010633
President,19123,19123,OTH,2.0,11381.0,0.00017573148229505317
President,19125,19125,REP,12657.0,19217.0,0.6586355830774835
President,19125,19125,DEM,6170.0,19217.0,0.3210698860384035
President,19125,19125,LIB,233.0,19217.0,0.012124681271790602
President,19125,19125,WRI,58.0,19217.0,0.0030181610032783473
President,19125,19125,IND,30.0,19217.0,0.0015611177603163866
President,19125,19125,CST,24.0,19217.0,0.0012488942082531092
President,19125,19125,GRN,24.0,19217.0,0.0012488942082531092
President,19125,19125,ALI,10.0,19217.0,0.0005203725867721289
President,19125,19125,OTH,6.0,19217.0,0.0003122235520632773
President,19125,19125,IND,5.0,19217.0,0.00026018629338606444
President,19127,19127,REP,9564.0,18122.0,0.5277563182871647
President,19127,19127,DEM,8171.0,18122.0,0.45088842291137843
President,19127,19127,LIB,215.0,18122.0,0.011864032667475996
President,19127,19127,IND,48.0,18122.0,0.0026487142699481293
President,19127,19127,WRI,39.0,18122.0,0.002152080344332855
President,19127,19127,GRN,31.0,18122.0,0.0017106279660081668
President,19127,19127,CST,22.0,18122.0,0.0012139940403928925
President,19127,19127,ALI,17.0,18122.0,0.0009380863039399625
President,19127,19127,OTH,8.0,18122.0,0.0004414523783246882
President,19127,19127,IND,7.0,18122.0,0.0003862708310341022
President,19129,19129,REP,5572.0,8247.0,0.6756396265308597
President,19129,19129,DEM,2500.0,8247.0,0.30314053595246754
President,19129,19129,LIB,100.0,8247.0,0.012125621438098703
President,19129,19129,WRI,31.0,8247.0,0.0037589426458105976
President,19129,19129,IND,16.0,8247.0,0.0019400994300957923
President,19129,19129,GRN,12.0,8247.0,0.0014550745725718443
President,19129,19129,CST,7.0,8247.0,0.0008487935006669092
President,19129,19129,ALI,7.0,8247.0,0.0008487935006669092
President,19129,19129,OTH,2.0,8247.0,0.00024251242876197404
President,19129,19129,IND,0.0,8247.0,0.0
President,19131,19131,REP,3677.0,5815.0,0.6323301805674979
President,19131,19131,DEM,2053.0,5815.0,0.3530524505588994
President,19131,19131,LIB,56.0,5815.0,0.009630266552020636
President,19131,19131,GRN,9.0,5815.0,0.0015477214101461737
President,19131,19131,CST,6.0,5815.0,0.0010318142734307824
President,19131,19131,IND,6.0,5815.0,0.0010318142734307824
President,19131,19131,OTH,4.0,5815.0,0.0006878761822871883
President,19131,19131,ALI,3.0,5815.0,0.0005159071367153912
President,19131,19131,IND,1.0,5815.0,0.00017196904557179707
President,19133,19133,REP,3248.0,4714.0,0.6890114552397115
President,19133,19133,DEM,1407.0,4714.0,0.29847263470513363
President,19133,19133,LIB,36.0,4714.0,0.007636826474331778
President,19133,19133,IND,9.0,4714.0,0.0019092066185829445
President,19133,19133,CST,5.0,4714.0,0.0010606703436571913
President,19133,19133,ALI,3.0,4714.0,0.0006364022061943148
President,19133,19133,GRN,3.0,4714.0,0.0006364022061943148
President,19133,19133,IND,3.0,4714.0,0.0006364022061943148
President,19133,19133,OTH,0.0,4714.0,0.0
President,19135,19135,REP,2975.0,4085.0,0.7282741738066095
President,19135,19135,DEM,1078.0,4085.0,0.2638922888616891
President,19135,19135,LIB,21.0,4085.0,0.005140758873929009
President,19135,19135,IND,5.0,4085.0,0.0012239902080783353
President,19135,19135,GRN,3.0,4085.0,0.0007343941248470012
President,19135,19135,ALI,2.0,4085.0,0.0004895960832313342
President,19135,19135,OTH,1.0,4085.0,0.0002447980416156671
President,19135,19135,CST,0.0,4085.0,0.0
President,19135,19135,IND,0.0,4085.0,0.0
President,19137,19137,REP,3659.0,5320.0,0.687781954887218
President,19137,19137,DEM,1583.0,5320.0,0.29755639097744363
President,19137,19137,LIB,50.0,5320.0,0.009398496240601503
President,19137,19137,CST,9.0,5320.0,0.0016917293233082707
President,19137,19137,IND,7.0,5320.0,0.0013157894736842105
President,19137,19137,GRN,6.0,5320.0,0.0011278195488721805
President,19137,19137,ALI,3.0,5320.0,0.0005639097744360903
President,19137,19137,IND,2.0,5320.0,0.00037593984962406017
President,19137,19137,OTH,1.0,5320.0,0.00018796992481203009
President,19139,19139,REP,10823.0,20629.0,0.5246497648940811
President,19139,19139,DEM,9372.0,20629.0,0.4543118910271947
President,19139,19139,LIB,293.0,20629.0,0.014203306025498085
President,19139,19139,GRN,57.0,20629.0,0.0027631004896020166
President,19139,19139,IND,37.0,20629.0,0.0017935915458820108
President,19139,19139,CST,21.0,20629.0,0.0010179843909060061
President,19139,19139,OTH,9.0,20629.0,0.0004362790246740026
President,19139,19139,IND,9.0,20629.0,0.0004362790246740026
President,19139,19139,ALI,8.0,20629.0,0.00038780357748800234
President,19141,19141,REP,5861.0,7541.0,0.7772178756133139
President,19141,19141,DEM,1569.0,7541.0,0.20806259116828008
President,19141,19141,LIB,77.0,7541.0,0.010210847367723114
President,19141,19141,IND,9.0,7541.0,0.001193475666357247
President,19141,19141,CST,7.0,7541.0,0.0009282588516111921
President,19141,19141,ALI,6.0,7541.0,0.0007956504442381647
President,19141,19141,GRN,6.0,7541.0,0.0007956504442381647
President,19141,19141,OTH,4.0,7541.0,0.0005304336294921098
President,19141,19141,IND,2.0,7541.0,0.0002652168147460549
President,19143,19143,REP,2688.0,3325.0,0.8084210526315789
President,19143,19143,DEM,600.0,3325.0,0.18045112781954886
President,19143,19143,LIB,18.0,3325.0,0.005413533834586466
President,19143,19143,IND,5.0,3325.0,0.0015037593984962407
President,19143,19143,WRI,5.0,3325.0,0.0015037593984962407
President,19143,19143,GRN,4.0,3325.0,0.0012030075187969924
President,19143,19143,CST,2.0,3325.0,0.0006015037593984962
President,19143,19143,OTH,2.0,3325.0,0.0006015037593984962
President,19143,19143,ALI,1.0,3325.0,0.0003007518796992481
President,19143,19143,IND,0.0,3325.0,0.0
President,19145,19145,REP,5319.0,7519.0,0.7074078999867004
President,19145,19145,DEM,2086.0,7519.0,0.27743050937624686
President,19145,19145,LIB,76.0,7519.0,0.010107727091368533
President,19145,19145,IND,12.0,7519.0,0.0015959569091634526
President,19145,19145,GRN,10.0,7519.0,0.0013299640909695438
President,19145,19145,ALI,8.0,7519.0,0.0010639712727756351
President,19145,19145,CST,7.0,7519.0,0.0009309748636786807
President,19145,19145,IND,1.0,7519.0,0.0001329964090969544
President,19145,19145,OTH,0.0,7519.0,0.0
President,19147,19147,REP,3370.0,4950.0,0.6808080808080809
President,19147,19147,DEM,1519.0,4950.0,0.30686868686868685
President,19147,19147,LIB,43.0,4950.0,0.008686868686868687
President,19147,19147,GRN,8.0,4950.0,0.0016161616161616162
President,19147,19147,IND,5.0,4950.0,0.00101010101010101
President,19147,19147,CST,3.0,4950.0,0.0006060606060606061
President,19147,19147,OTH,1.0,4950.0,0.00020202020202020202
President,19147,19147,IND,1.0,4950.0,0.00020202020202020202
President,19147,19147,ALI,0.0,4950.0,0.0
President,19149,19149,REP,10492.0,14165.0,0.7406989057536181
President,19149,19149,DEM,3494.0,14165.0,0.246664313448641
President,19149,19149,LIB,112.0,14165.0,0.007906812566184257
President,19149,19149,IND,24.0,14165.0,0.001694316978468055
President,19149,19149,ALI,13.0,14165.0,0.0009177550300035299
President,19149,19149,GRN,13.0,14165.0,0.0009177550300035299
President,19149,19149,OTH,8.0,14165.0,0.0005647723261560184
President,19149,19149,CST,7.0,14165.0,0.000494175785386516
President,19149,19149,IND,2.0,14165.0,0.0001411930815390046
President,19151,19151,REP,2825.0,3821.0,0.7393352525516881
President,19151,19151,DEM,932.0,3821.0,0.24391520544360115
President,19151,19151,LIB,37.0,3821.0,0.009683328971473436
President,19151,19151,CST,8.0,3821.0,0.002093692750588851
President,19151,19151,IND,6.0,3821.0,0.0015702695629416384
President,19151,19151,WRI,6.0,3821.0,0.0015702695629416384
President,19151,19151,IND,4.0,3821.0,0.0010468463752944255
President,19151,19151,GRN,2.0,3821.0,0.0005234231876472127
President,19151,19151,OTH,1.0,3821.0,0.00026171159382360636
President,19151,19151,ALI,0.0,3821.0,0.0
President,19153,19153,DEM,146250.0,257991.0,0.5668802400083723
President,19153,19153,REP,106800.0,257991.0,0.4139679291138063
President,19153,19153,LIB,3322.0,257991.0,0.012876418169626072
President,19153,19153,IND,562.0,257991.0,0.002178370563314224
President,19153,19153,GRN,487.0,257991.0,0.0018876627479253152
President,19153,19153,ALI,213.0,257991.0,0.0008256101957045013
President,19153,19153,CST,200.0,257991.0,0.0007752208410370904
President,19153,19153,OTH,79.0,257991.0,0.00030621223220965075
President,19153,19153,IND,78.0,257991.0,0.00030233612800446526
President,19155,19155,REP,26241.0,45733.0,0.5737869809546717
President,19155,19155,DEM,18570.0,45733.0,0.4060525222487044
President,19155,19155,LIB,552.0,45733.0,0.012070058819670697
President,19155,19155,WRI,105.0,45733.0,0.0022959351015677957
President,19155,19155,GRN,93.0,45733.0,0.002033542518531476
President,19155,19155,IND,81.0,45733.0,0.0017711499354951567
President,19155,19155,CST,56.0,45733.0,0.0012244987208361578
President,19155,19155,OTH,14.0,45733.0,0.00030612468020903944
President,19155,19155,IND,11.0,45733.0,0.00024052653444995954
President,19155,19155,ALI,10.0,45733.0,0.0002186604858635996
President,19157,19157,REP,5657.0,10124.0,0.5587712366653497
President,19157,19157,DEM,4306.0,10124.0,0.42532595811932045
President,19157,19157,LIB,90.0,10124.0,0.008889766890557092
President,19157,19157,GRN,26.0,10124.0,0.002568154879494271
President,19157,19157,CST,19.0,10124.0,0.001876728565784275
President,19157,19157,IND,14.0,10124.0,0.001382852627419992
President,19157,19157,ALI,5.0,10124.0,0.0004938759383642829
President,19157,19157,IND,4.0,10124.0,0.0003951007506914263
President,19157,19157,OTH,3.0,10124.0,0.00029632556301856976
President,19159,19159,REP,1964.0,2709.0,0.7249907715023994
President,19159,19159,DEM,708.0,2709.0,0.26135105204872644
President,19159,19159,LIB,18.0,2709.0,0.006644518272425249
President,19159,19159,WRI,6.0,2709.0,0.0022148394241417496
President,19159,19159,CST,5.0,2709.0,0.0018456995201181247
President,19159,19159,IND,3.0,2709.0,0.0011074197120708748
President,19159,19159,GRN,2.0,2709.0,0.0007382798080472499
President,19159,19159,OTH,2.0,2709.0,0.0007382798080472499
President,19159,19159,IND,1.0,2709.0,0.00036913990402362494
President,19159,19159,ALI,0.0,2709.0,0.0
