county_fips,county_population,county_2020_all_cause_deaths_per_100k,county_covid19_deaths_per_100k
5137,12506.0,14313.129697745084,1199.4242763473533
5139,38682.0,17553.384002895404,2378.3671992141044
5141,16545.0,10758.537322453913,
5143,239187.0,12111.862266761991,1764.3099332321574
5145,78753.0,15072.441684761216,1777.7100554899496
5147,6320.0,11075.949367088608,
5149,21341.0,9980.788154257065,1265.1703294128674
4001,71887.0,9417.558112036946,1321.5184943035597
4003,125922.0,10593.859690919775,929.146614570925
4005,143476.0,10252.58579832167,1623.964983690652
4007,54018.0,16087.230182531748,1832.7224258580472
4009,38837.0,9655.740659680203,1287.4320879573602
4012,21108.0,14923.251847640704,900.1326511275346
4013,4485414.0,11692.343226288587,1946.9774696382542
4015,212181.0,20425.957083810517,2512.0062588073392
4017,110924.0,11728.751217049512,1478.4897767841044
4019,1047279.0,14795.484297880508,2242.000460240299
4021,462789.0,7072.337501539579,633.1179003822476
4023,46498.0,5914.232870230978,451.6323282721837
4025,235099.0,16767.404370073884,1561.044496148431
4027,213787.0,12690.200994447745,3068.4746967776337
6001,1671329.0,7738.751616228762,675.510327410103
6005,39752.0,12351.57979472731,1182.3304487824512
6007,219186.0,12560.108766070825,990.0267352841879
6009,45905.0,9715.717242130486,392.1141487855353
6011,21547.0,6311.783542952615,788.9729428690769
6013,1153526.0,8359.586173176851,559.1551469147639
6015,27812.0,11721.559039263626,
6017,192843.0,8799.904585595536,549.669938758472
6019,999101.0,10405.354413617843,1430.2858269584356
6021,28393.0,8558.447504666643,1021.3785087873771
6023,135558.0,10600.628513256319,199.17673615721682
6025,181215.0,9187.981127390118,2808.8182545595014
6027,18039.0,12251.23343866068,1441.3215810189035
6029,900202.0,9224.596257284476,1211.950206731378
6031,152940.0,8245.063423564796,1837.3218255525042
6033,64386.0,11508.713074270805,714.4410275525735
6035,30573.0,7195.891799954208,523.3375854512151
6037,10039107.0,9377.328083065555,1704.135636765302
6039,157327.0,7640.138056404812,1131.4014759068693
6041,258826.0,9268.77516169164,676.1299096690441
6043,17203.0,7382.433296518049,
6045,86749.0,11781.115632456858,438.04539533596926
6047,277680.0,6950.446557188131,878.7093056755978
6049,8841.0,11310.937676733402,
6051,14444.0,2907.7817779008587,
6053,434061.0,8033.433088897644,1131.1774151559343
6055,137744.0,10715.530259031248,529.9686374724125
6057,99755.0,12129.717808631147,842.0630544834845
6059,3175692.0,9094.3958041271,1495.1072081297557
6061,398329.0,12087.997610015842,953.9852734799625
6063,18807.0,10262.13643856011,
6065,2470546.0,9767.881269970281,1662.385561734127
6067,1552058.0,9953.880589514052,877.5445247535853
6069,62808.0,5954.655457903452,764.2338555598013
6071,2180085.0,10119.788907313246,1928.82387613327
6073,3338330.0,8847.837092198795,1035.2481630036575
6075,881549.0,8566.73877458882,470.76226052096933
6077,762148.0,9962.631929756426,1524.638259235739
6079,283111.0,9734.69769807602,671.114863074907
6081,766573.0,7468.30373623908,660.0806446352793
6083,446499.0,9370.681681257965,998.8824163100029
6085,1927852.0,7149.9264466359455,752.1324251031718
6087,273213.0,7752.193343654951,845.4941748745484
6089,180080.0,16609.284762327854,1049.5335406486006
6093,43539.0,13941.523691403108,275.61496589264794
6095,447643.0,9384.710584103852,746.1302868580542
6097,494336.0,10169.196659761781,675.65380631797
6099,550660.0,12697.49028438601,2106.563033450768
6101,96971.0,7084.592300790958,464.0562642439492
6103,65084.0,10401.942105586628,737.5084506176634
6105,12285.0,8709.808709808709,
6107,466195.0,9032.70090841815,1546.5631334527397
6109,54478.0,15125.371709680972,1156.4301185799773
6111,846006.0,8840.36283430614,984.6265865726721
6113,220500.0,6612.244897959184,680.2721088435374
6115,78668.0,12228.606294808562,1245.7415976000407
8001,517421.0,9211.067969796355,1325.806258346685
8003,16233.0,12197.375716133802,1786.4843220600012
8005,656590.0,8477.131847880717,1104.189829269407
8009,3581.0,21502.37363864842,
8011,5577.0,10937.7801685494,1972.3865877712033
8013,326196.0,8951.67322713951,916.6268133269568
8014,70465.0,5506.27971333286,652.806357766267
8015,20356.0,9186.480644527413,884.2601689919434
8017,1831.0,14199.890770071,
8019,9700.0,5670.1030927835045,
8021,8205.0,9628.275441803778,
8025,6061.0,8249.463784853984,
8029,31162.0,12771.965855850074,1444.06649123933
8031,727211.0,8847.500931641573,911.7023807395652
8035,351154.0,5983.129908814936,677.7653109461945
8037,55127.0,2176.791771727103,
8039,26729.0,3816.0799132028883,
8041,720403.0,9475.252046424015,1075.7867471401423
8043,47839.0,11998.578565605469,564.393068416982
8045,60061.0,7092.7889978521835,599.3906195368043
8051,17462.0,5955.7897148093,
8055,6897.0,19863.70885892417,1884.8774829636072
8059,582881.0,10645.397602598128,1223.2342450688907
8063,7097.0,9440.608707904748,
8067,56221.0,9142.49123992814,907.1343448177728
8069,356899.0,9394.814779531464,742.5069837685171
8071,14506.0,10892.04467117055,
8073,5701.0,10875.285037712682,
8075,22409.0,12361.104913204517,2231.246374224642
8077,154210.0,14914.726671422086,1407.172038129823
8081,13283.0,10765.640292102687,1505.6839569374388
8083,26183.0,11190.467096971317,
8085,42758.0,12231.629168810516,1192.7592497310445
8087,29068.0,10939.865143800744,2236.1359570661893
8089,18278.0,12911.697122223437,1367.7645256592625
8093,18845.0,4085.9644468028655,
8095,4265.0,17116.060961313015,
8097,17767.0,3320.7632126976982,
8099,12172.0,10351.62668419323,1232.3365100230035
8101,168424.0,16143.779983850283,2084.0260295444828
8103,6324.0,9487.666034155598,
8105,11267.0,11271.855862252596,
8107,25638.0,4875.57531788751,546.0644356034012
8115,2248.0,12455.516014234876,
8117,31011.0,2418.4966624746057,
8119,25388.0,6105.246573184181,
8121,4908.0,9779.951100244498,
8123,324492.0,6511.716775760265,835.1515599768253
8125,10019.0,10979.13963469408,1397.3450444156103
9001,943332.0,9619.094867978612,2021.55762764329
9003,891720.0,12425.425021307137,2358.3636118961113
9005,180333.0,9798.539368834323,1103.5140545546296
9007,162436.0,10711.91115270014,1840.7249624467483
9009,854757.0,12649.209073455964,2102.3518965039184
9011,265206.0,10689.803398113165,1364.9766596532506
9013,150721.0,5546.6723283417705,504.24293894016097
9015,116782.0,9650.45983113836,907.6741278621705
11001,705749.0,11518.259324490718,1664.8978602874392
10001,180786.0,12169.083889239211,1250.0967995309372
10003,558753.0,11534.6136844008,1098.8755317644827
10005,234225.0,13875.547016757391,1571.1388622051447
12001,269043.0,17075.337399597833,2040.566006177451
12003,29210.0,7223.553577541938,410.8182129407737
12005,174705.0,14349.904124094903,1814.4872785552789
12007,28201.0,7517.463919719159,
12009,601942.0,15478.235444610942,1103.0963116047726
12011,1952778.0,10287.395699869621,1202.3896213496876
12013,14105.0,13683.091102445942,992.5558312655087
12015,188910.0,19638.9815255942,1715.102429728442
12017,149657.0,22852.25549088917,1870.9448939909257
12019,219252.0,12861.912320070056,1290.7521938226334
12021,384902.0,12135.556583234173,1226.2861715449646
12023,71686.0,17799.849342967944,2064.559328181235
12027,38001.0,10420.778400568406,578.9321333649115
12029,16826.0,6478.06965410674,0.0
12031,957755.0,13621.437632797531,1403.281632567828
12033,318316.0,19477.500345568555,2265.044798250795
12035,115081.0,14737.44579904589,721.2311328542505
12037,12125.0,8659.793814432991,0.0
12039,45660.0,7424.441524310118,
12041,18582.0,7587.988375847594,
12045,13639.0,11437.78869418579,
12047,14428.0,7069.586914333241,
12049,26937.0,5494.301518357649,
12051,42022.0,5711.294084051211,475.94117367093423
12053,193920.0,18765.470297029704,1645.0082508250825
12055,106221.0,21568.239801922406,2560.6989201758597
12057,1471968.0,10519.250418487358,966.0536098610839
12059,19617.0,14783.096294030687,713.6667176428608
12061,159923.0,16976.920142818733,1188.071759534276
12063,46414.0,15081.656396776834,1874.4344378851208
12065,14246.0,7791.660817071459,
12067,8422.0,8192.828306815483,
12069,367118.0,14532.112290871055,1293.8619190559982
12071,770577.0,12530.869724894463,1017.4194142830632
12073,293582.0,13471.53435837347,1709.9140955508171
12075,41503.0,11131.725417439702,313.23036888899594
12079,18493.0,11031.20099497107,594.8196614935381
12081,403253.0,13854.825630559475,1274.6340386804313
12083,365579.0,18472.067596880563,1840.915369865337
12085,161000.0,16049.689440993789,2229.813664596273
12086,2716940.0,10714.627485332765,1737.2485222345726
12087,74228.0,8675.971331572991,323.3281241579997
12089,88625.0,9162.200282087448,417.48942172073345
12091,210738.0,12323.358862663592,1300.1926562841063
12093,42168.0,12758.489850123317,1446.594574084614
12095,1393452.0,9237.490778297351,898.488071350861
12097,375751.0,8819.67047326554,1093.8094642462695
12099,1496770.0,13502.408519679042,1584.7458193309592
12101,553947.0,14174.641256293473,1000.0956770232531
12103,974996.0,16343.656794489414,1335.3900939080777
12105,724777.0,12592.838900792933,1290.051974607362
12107,74521.0,13821.607332161404,952.7515733819997
12109,264672.0,7737.879337444082,260.7000362713094
12111,328297.0,13024.791575920584,1023.4635101752376
12113,184313.0,8073.223266942646,564.2575401626581
12115,433742.0,17533.46459415966,1664.5840153824163
12117,471826.0,9030.871550105336,574.3642783568519
12119,132420.0,21809.394351306448,1555.656245280169
12121,44417.0,9771.033613256186,540.3336560326002
12123,21569.0,10014.372479020816,
12125,15237.0,9581.938701844196,1575.1132112620594
12127,553284.0,16886.44529753255,1062.7453532001648
12129,33739.0,7765.493938765227,
12131,74071.0,11124.461665159104,1134.0470629531126
12133,25473.0,13033.407922113609,1295.489341655871
13001,18386.0,9300.554769933646,1468.5086478842597
13005,11164.0,15944.106055177355,3762.0924399856685
13009,44890.0,13299.175762976165,1982.6241924704832
13011,19234.0,5459.082874077155,
13013,83240.0,6090.821720326766,420.4709274387314
13015,107738.0,11732.16506710724,1095.2495869609609
13017,16700.0,14970.059880239522,2874.251497005988
13019,19397.0,8351.806980460897,567.0980048461103
13021,153159.0,23857.559790805633,3271.110414667111
13023,12873.0,10098.656101918745,1475.957430280432
13025,19109.0,6803.077084096499,
13027,15457.0,14103.642362683573,711.651678851006
13029,39627.0,4668.534080298786,
13031,79608.0,10790.372826851573,1243.5936086825445
13033,22383.0,10677.746504043247,446.76763615243715
13035,24936.0,11389.156239974334,1082.771896053898
13037,6189.0,7109.387623202456,
13039,54666.0,5945.194453590898,329.27230819888047
13043,10803.0,16384.33768397667,3332.4076645376285
13045,119992.0,13967.597839855991,2183.4788985932396
13047,67580.0,9810.594850547499,606.6883693400414
13049,13392.0,6197.729988052569,
13051,289430.0,15592.716719068514,1727.5334277718273
13053,10907.0,2200.4217475016044,
13055,24789.0,8673.201823389407,
13057,258773.0,6843.836103457471,598.9805737074579
13059,128331.0,16652.25082014478,2664.983519180868
13063,292256.0,5638.891930362422,437.97218876601335
13065,6618.0,14808.099123602296,
13067,760141.0,9253.546381526587,1118.2135945831103
13069,43273.0,12894.876712961894,2773.091766228364
13071,45600.0,15263.157894736842,2214.9122807017543
13073,156714.0,5162.270122643797,172.28837244917491
13075,17270.0,7180.081065431384,579.0387955993051
13077,148509.0,8948.952588731996,989.8389996565865
13079,12404.0,6852.6281844566265,
13081,22372.0,19220.45413910245,3352.4047917039156
13083,16116.0,9183.420203524449,
13085,26108.0,6243.297073693887,
13087,26404.0,13331.313437357976,1211.9375852143614
13089,759297.0,8147.009668153569,726.9882536082719
13091,20605.0,14171.317641349187,3979.616597913128
13093,13390.0,7094.846900672143,
13095,87956.0,20328.345991177404,3763.245258993133
13097,146343.0,6566.764382307319,594.493757815543
13099,10190.0,16388.616290480863,1668.3022571148183
13103,64296.0,5163.618265521961,202.18987184272737
13105,19194.0,14692.09127852454,989.8926747942064
13107,22646.0,13600.635873885012,2428.684977479467
13109,10654.0,10606.34503472874,1032.4760653275764
13111,26188.0,14739.57537803574,992.8211394531847
13113,114421.0,12104.421391178194,1887.7653577577541
13115,98498.0,22264.41146013117,3573.6766228755914
13117,244252.0,8139.134991729852,867.9560453957388
13119,23349.0,12762.859223093066,1370.508372949591
13121,1063937.0,10602.131517185699,1201.1989431705074
13123,31369.0,9722.974911536867,860.7223692180178
13125,2971.0,12117.132278694044,
13127,85292.0,16414.200628429397,2086.9483656145944
13129,57963.0,11541.845660162517,1466.452737090903
13131,24633.0,9743.027645840944,1014.8987131084318
13133,18324.0,12115.258677144728,927.7450338354072
13135,936250.0,5792.2563417890515,683.5781041388518
13137,45328.0,10479.174020472998,1345.7465584186373
13139,204441.0,17564.969844600644,3135.3789112751356
13141,8457.0,11115.052619132079,1418.942887548776
13143,29792.0,9901.987110633727,
13145,35236.0,4143.489612895902,
13147,26205.0,9234.878839916046,457.9278763594734
13149,11923.0,838.7150884844418,
13151,234561.0,10278.776096623053,1116.9802311552219
13153,157863.0,10743.492775381184,1178.236825601946
13155,9416.0,11151.23194562447,
13157,72977.0,6371.8705893637725,246.653055072146
13159,14219.0,9002.039524579788,1125.2549405724735
13161,15115.0,12967.25107509097,1720.1455507773735
13163,15362.0,14906.913162348652,1367.009503970837
13165,8676.0,12217.611802674044,1844.1678192715538
13167,9643.0,9955.408068028622,1451.830343254174
13169,28735.0,6855.750826518183,
13171,19077.0,7915.290664150547,891.1254390103265
13173,10423.0,6140.266717835556,0.0
13175,47546.0,21747.36045093173,3617.5493206578894
13177,29992.0,5634.835956255002,
13179,61435.0,5290.144054691951,244.1604948319362
13183,19559.0,4805.97167544353,
13185,117406.0,13065.77176634925,2265.642301074902
13187,33610.0,7854.805117524546,803.3323415650104
13189,21312.0,9759.75975975976,469.2192192192192
13193,12947.0,8341.7007801035,
13195,29880.0,6258.366800535475,
13197,8359.0,8493.83897595406,
13199,21167.0,9921.103604667644,708.6502574762603
13201,5718.0,30779.993004547046,
13205,21863.0,9468.051045144764,777.5694095046425
13207,27578.0,11530.930451809412,1232.866777866415
13211,19276.0,7729.819464619215,
13213,40096.0,8180.367118914604,498.80287310454906
13215,195769.0,18547.36960397203,2620.4353089610713
13217,111744.0,8555.269186712487,939.647766323024
13219,40280.0,11022.84011916584,918.5700099304867
13221,15259.0,6356.904122157415,
13223,168667.0,5833.9805652558,628.4572560133281
13225,27546.0,8422.275466492412,508.2407609090249
13227,32591.0,15126.875517780984,2025.098953698874
13229,19465.0,8219.88183919856,
13231,18962.0,,0.0
13233,42613.0,8776.664398188346,234.67017107455473
13235,11137.0,14456.316781898176,4040.5854359342734
13237,22119.0,10307.880103078802,904.200009042
13241,17137.0,13537.958802590885,1167.0654140164556
13243,6778.0,11507.81941575686,
13245,202518.0,24348.452977019326,4078.649799030209
13247,90896.0,11386.63967611336,1397.201196972364
13251,13966.0,8162.680796219389,
13253,8090.0,13349.814585908529,
13255,66703.0,21768.136365680704,2773.4884487954064
13257,25925.0,14156.219864995179,1311.4754098360656
13259,6621.0,6041.3834768161905,
13261,29524.0,14666.034412681209,2167.727950142257
13263,6195.0,6779.661016949152,
13267,25286.0,8146.80060112315,870.0466661393657
13269,8020.0,8478.802992518704,
13271,15860.0,9205.548549810845,
13273,8531.0,9377.564177704842,
13275,44451.0,20426.98701941464,3914.422622663157
13277,40644.0,20618.049404586163,4994.587146934357
13279,26830.0,24077.52515840477,4286.246738725307
13281,12037.0,15618.50959541414,1246.1576804851707
13283,6901.0,8404.579046514997,
13285,69922.0,15431.4807928835,2803.123480449644
13287,7985.0,8641.202254226675,
13289,8120.0,10837.43842364532,
13291,24511.0,17053.567785892046,1958.3044347435846
13293,26320.0,26177.811550151975,5015.197568389058
13295,69761.0,9475.208210891471,401.3703931996388
13297,94593.0,11597.05263603015,1596.3126235556542
13299,35734.0,22415.62657413108,4337.605641685789
13303,20374.0,12565.033866692844,2257.7795229213702
13305,29927.0,13566.344772279212,1837.805326293982
13309,7855.0,5474.22024188415,
13311,30798.0,8279.75842587181,519.5142541723488
13313,104628.0,11373.628474213403,1901.9765263600566
13315,8635.0,9033.00521134916,
13317,9777.0,11762.299273805871,
13319,8954.0,8487.826669644852,
13321,20247.0,8544.475724798736,691.4604632785104
15001,201513.0,9850.481110399825,248.12294988412657
15003,974563.0,9650.479240439048,330.404499247355
15007,72293.0,8534.71290443058,
15009,167417.0,8093.562780362806,185.16638095294982
19001,7152.0,15100.671140939598,2376.9574944071587
19003,3602.0,10827.318156579679,
19005,13687.0,15927.522466574123,2484.1090085482574
19007,12426.0,14163.849991952358,2977.627555126348
19009,5496.0,13646.288209606988,
19011,25645.0,7759.797231429128,1403.7824137258724
19013,131228.0,14227.146645532965,2598.53080135337
19015,26234.0,10025.158191659679,571.7770831745063
19017,25062.0,11132.391668661718,2034.9533157768733
19019,21175.0,7933.884297520662,566.7060212514758
19021,19620.0,9174.311926605506,1274.2099898063202
19023,14439.0,9765.219198005403,1038.8531061707874
19025,9668.0,9619.362846503931,
19027,20165.0,14083.808579221424,2231.5893875526904
19029,12836.0,17373.013399813026,3349.9532564661886
19031,18627.0,7891.770011273957,
19033,42450.0,21060.070671378093,3180.2120141342757
19035,11235.0,16733.42234089898,2581.21940364931
19037,11933.0,10810.357831224335,0.0
19039,9395.0,11601.91591271953,1809.4731240021288
19041,16016.0,12050.44955044955,936.5634365634367
19043,17549.0,11282.69417060801,2564.2486751381844
19045,46429.0,12492.192379762648,1959.981907859312
19047,16820.0,11414.982164090368,1783.59096313912
19049,93453.0,5628.497747530844,759.7401902560646
19051,9000.0,8222.222222222223,1888.888888888889
19053,7870.0,9402.795425667091,
19055,17011.0,11110.45793898066,1763.5647522191523
19057,38967.0,15885.236225524162,1668.078117381374
19059,17258.0,13385.096766716886,1912.156680959555
19061,97311.0,12742.649854589923,2312.1743687763974
19063,9208.0,16507.384882710685,4018.2450043440485
19065,19650.0,12162.849872773537,1119.592875318066
19067,15642.0,11315.688530878404,1726.121979286536
19069,10070.0,11122.144985104269,1092.3535253227408
19071,6960.0,8189.6551724137935,
19073,8888.0,11476.147614761478,
19075,12232.0,13325.703073904513,2043.8194898626552
19077,10689.0,10758.723921788755,1683.9741790625876
19079,14773.0,12184.39044202261,2504.5691464157585
19081,10630.0,10630.291627469425,2445.9078080903105
19083,16846.0,12347.144722782858,1424.6705449364833
19085,14049.0,16869.528080290413,3772.510498967898
19087,19954.0,11476.395710133307,1403.2274230730682
19089,9158.0,12994.10351605154,2074.688796680498
19091,9558.0,9834.693450512661,2197.112366603892
19093,6860.0,17346.938775510203,4373.1778425655975
19095,16184.0,10874.938210578348,741.4730598121602
19097,19439.0,11883.327331652863,1183.1884356191163
19099,37185.0,9358.61234368697,968.1323114158936
19101,18295.0,10713.309647444657,1093.1948619841485
19103,151140.0,14972.872833134843,1786.4231838030964
19105,20681.0,8897.055268120497,1402.253275953774
19107,10246.0,10638.297872340425,1561.5850087839158
19109,14813.0,12489.029906163505,2970.363869574023
19111,33657.0,12835.368571173902,980.4795436313397
19113,226706.0,11473.009095480491,1636.480728344199
19115,11035.0,7521.522428636158,1903.0357951971002
19117,8600.0,13139.534883720931,1511.627906976744
19119,11755.0,7060.825180774138,1956.6142067205444
19121,16338.0,7344.840249724568,673.2770228914188
19123,22095.0,12763.06856754922,2036.6598778004072
19125,33253.0,10916.308303010255,1563.768682524885
19127,39369.0,13919.581396530266,1270.0347989534912
19129,15109.0,5294.857369779602,
19131,10586.0,15775.552616663517,3589.6467031928964
19133,8615.0,21242.019733023797,2321.5322112594313
19135,7707.0,15310.756455170624,3114.052160373686
19137,9917.0,19461.530704850255,3226.782293032167
19139,42664.0,9727.17044815301,1453.2158259891244
19141,13753.0,16578.20111975569,3417.4361957391116
19143,5958.0,12588.116817724069,
19145,15107.0,13238.895876083936,661.9447938041968
19147,8886.0,16430.339860454646,2025.6583389601622
19149,25177.0,10644.635977280852,1787.345593200143
19151,6619.0,13899.380571083246,2266.203353980964
19153,490161.0,12748.872309302453,1693.321174063216
19155,93206.0,13035.641482308007,1620.067377636633
19157,18504.0,13078.253350626892,1405.101599654129
19159,4894.0,23089.497343686147,2656.313853698406
19161,9721.0,13578.849912560436,1131.570826046703
19163,172943.0,13281.832742579925,1433.9984850499875
19165,11454.0,15540.422559804436,2531.8665968220707
19167,34855.0,8205.422464495769,1319.7532635202983
19169,97117.0,7784.424971941061,885.5298248504381
19171,16854.0,8840.63130414145,2195.324552035125
19173,6121.0,7351.739911779121,
19175,12241.0,15031.451678784413,1388.7754268442122
19177,7044.0,10789.324247586599,1703.5775127768313
19179,34969.0,12582.573136206354,2058.9665131974034
19181,51466.0,7966.424435549683,893.7939610616718
19183,21965.0,12610.972000910539,1821.078989301161
19185,6441.0,14904.517931998138,2794.5971122496508
19187,35904.0,19301.470588235294,3035.873440285205
19189,10354.0,9947.846242997875,1641.8775352520765
19191,19991.0,9104.096843579611,1250.5627532389576
19193,103107.0,16138.574490577748,3375.1345689429427
19197,12562.0,12736.82534628244,1273.682534628244
16001,481587.0,10268.134314256822,1231.34553050643
16005,87808.0,11285.987609329446,1184.402332361516
16007,6125.0,9795.918367346938,0.0
16009,9298.0,9787.050978705098,
16011,46811.0,8673.175108414689,619.5125077439064
16013,23021.0,4778.245949350593,
16015,7831.0,8172.6471714978925,
16017,45739.0,9204.398871859901,371.6740637093072
16019,119062.0,12539.685206027112,1679.797080512674
